Year,Offence Division,Incidents Recorded,Local Government Area
2019,A Crimes against the person,31,Banyule
2019,B Property and deception offences,18,Banyule
2019,B Property and deception offences,1,Banyule
2019,B Property and deception offences,528,Banyule
2019,B Property and deception offences,28,Banyule
2019,B Property and deception offences,7,Banyule
2019,B Property and deception offences,39,Banyule
2019,B Property and deception offences,1,Banyule
2019,B Property and deception offences,588,Banyule
2019,B Property and deception offences,162,Banyule
2019,B Property and deception offences,1,Banyule
2019,B Property and deception offences,273,Banyule
2019,B Property and deception offences,1034,Banyule
2019,B Property and deception offences,271,Banyule
2019,B Property and deception offences,82,Banyule
2019,B Property and deception offences,170,Banyule
2019,B Property and deception offences,3,Banyule
2019,B Property and deception offences,494,Banyule
2019,B Property and deception offences,45,Banyule
2019,B Property and deception offences,304,Banyule
2019,B Property and deception offences,12,Banyule
2019,B Property and deception offences,2,Banyule
2019,C Drug offences,1,Banyule
2019,C Drug offences,39,Banyule
2019,C Drug offences,18,Banyule
2019,C Drug offences,2,Banyule
2019,C Drug offences,162,Banyule
2019,C Drug offences,1,Banyule
2019,D Public order and security offences,30,Banyule
2019,D Public order and security offences,167,Banyule
2019,D Public order and security offences,1,Banyule
2019,D Public order and security offences,39,Banyule
2019,D Public order and security offences,18,Banyule
2019,D Public order and security offences,6,Banyule
2019,D Public order and security offences,16,Banyule
2019,D Public order and security offences,2,Banyule
2019,D Public order and security offences,1,Banyule
2019,D Public order and security offences,27,Banyule
2019,D Public order and security offences,2,Banyule
2019,E Justice procedures offences,1,Banyule
2019,E Justice procedures offences,76,Banyule
2019,E Justice procedures offences,5,Banyule
2019,E Justice procedures offences,33,Banyule
2019,E Justice procedures offences,7,Banyule
2019,E Justice procedures offences,427,Banyule
2019,E Justice procedures offences,43,Banyule
2019,E Justice procedures offences,780,Banyule
2019,E Justice procedures offences,70,Banyule
2019,F Other offences,2,Banyule
2019,F Other offences,2,Banyule
2019,F Other offences,4,Banyule
2019,F Other offences,2,Banyule
2019,F Other offences,1,Banyule
2022,A Crimes against the person,99,Bass Coast
2022,A Crimes against the person,80,Bass Coast
2022,A Crimes against the person,16,Bass Coast
2022,A Crimes against the person,137,Bass Coast
2022,A Crimes against the person,43,Bass Coast
2022,A Crimes against the person,74,Bass Coast
2022,A Crimes against the person,3,Bass Coast
2022,A Crimes against the person,26,Bass Coast
2022,A Crimes against the person,5,Bass Coast
2022,A Crimes against the person,7,Bass Coast
2022,A Crimes against the person,4,Bass Coast
2022,A Crimes against the person,38,Bass Coast
2022,A Crimes against the person,19,Bass Coast
2022,A Crimes against the person,10,Bass Coast
2022,A Crimes against the person,3,Bass Coast
2022,A Crimes against the person,31,Bass Coast
2022,B Property and deception offences,12,Bass Coast
2022,B Property and deception offences,1,Bass Coast
2022,B Property and deception offences,6,Bass Coast
2022,B Property and deception offences,241,Bass Coast
2022,B Property and deception offences,12,Bass Coast
2022,B Property and deception offences,6,Bass Coast
2022,B Property and deception offences,11,Bass Coast
2022,B Property and deception offences,144,Bass Coast
2022,B Property and deception offences,83,Bass Coast
2022,B Property and deception offences,25,Bass Coast
2022,B Property and deception offences,126,Bass Coast
2022,B Property and deception offences,58,Bass Coast
2022,B Property and deception offences,37,Bass Coast
2022,B Property and deception offences,14,Bass Coast
2022,B Property and deception offences,144,Bass Coast
2022,B Property and deception offences,5,Bass Coast
2022,B Property and deception offences,29,Bass Coast
2022,B Property and deception offences,2,Bass Coast
2022,B Property and deception offences,3,Bass Coast
2022,B Property and deception offences,1,Bass Coast
2022,C Drug offences,13,Bass Coast
2022,C Drug offences,9,Bass Coast
2022,C Drug offences,1,Bass Coast
2022,C Drug offences,1,Bass Coast
2022,C Drug offences,40,Bass Coast
2022,D Public order and security offences,22,Bass Coast
2022,D Public order and security offences,17,Bass Coast
2022,D Public order and security offences,3,Bass Coast
2022,D Public order and security offences,8,Bass Coast
2022,D Public order and security offences,15,Bass Coast
2022,D Public order and security offences,12,Bass Coast
2022,D Public order and security offences,1,Bass Coast
2022,D Public order and security offences,2,Bass Coast
2022,D Public order and security offences,12,Bass Coast
2022,E Justice procedures offences,28,Bass Coast
2022,E Justice procedures offences,3,Bass Coast
2022,E Justice procedures offences,1,Bass Coast
2022,E Justice procedures offences,5,Bass Coast
2022,E Justice procedures offences,256,Bass Coast
2022,E Justice procedures offences,26,Bass Coast
2022,E Justice procedures offences,53,Bass Coast
2022,F Other offences,2,Bass Coast
2022,F Other offences,62,Bass Coast
2021,A Crimes against the person,2,Bass Coast
2021,A Crimes against the person,84,Bass Coast
2021,A Crimes against the person,44,Bass Coast
2021,A Crimes against the person,8,Bass Coast
2021,A Crimes against the person,160,Bass Coast
2021,A Crimes against the person,50,Bass Coast
2021,A Crimes against the person,65,Bass Coast
2021,A Crimes against the person,7,Bass Coast
2021,A Crimes against the person,2,Bass Coast
2021,A Crimes against the person,1,Bass Coast
2021,A Crimes against the person,1,Bass Coast
2021,A Crimes against the person,23,Bass Coast
2021,A Crimes against the person,6,Bass Coast
2021,A Crimes against the person,5,Bass Coast
2021,A Crimes against the person,4,Bass Coast
2021,A Crimes against the person,53,Bass Coast
2021,A Crimes against the person,12,Bass Coast
2021,A Crimes against the person,4,Bass Coast
2021,A Crimes against the person,1,Bass Coast
2021,A Crimes against the person,6,Bass Coast
2021,A Crimes against the person,19,Bass Coast
2021,B Property and deception offences,6,Bass Coast
2021,B Property and deception offences,2,Bass Coast
2021,B Property and deception offences,204,Bass Coast
2021,B Property and deception offences,32,Bass Coast
2021,B Property and deception offences,1,Bass Coast
2021,B Property and deception offences,7,Bass Coast
2021,B Property and deception offences,143,Bass Coast
2021,B Property and deception offences,34,Bass Coast
2021,B Property and deception offences,29,Bass Coast
2021,B Property and deception offences,104,Bass Coast
2021,B Property and deception offences,48,Bass Coast
2021,B Property and deception offences,37,Bass Coast
2021,B Property and deception offences,20,Bass Coast
2021,B Property and deception offences,158,Bass Coast
2021,B Property and deception offences,16,Bass Coast
2021,B Property and deception offences,55,Bass Coast
2021,B Property and deception offences,1,Bass Coast
2021,C Drug offences,16,Bass Coast
2021,C Drug offences,7,Bass Coast
2021,C Drug offences,1,Bass Coast
2021,C Drug offences,1,Bass Coast
2021,C Drug offences,47,Bass Coast
2021,D Public order and security offences,11,Bass Coast
2021,D Public order and security offences,23,Bass Coast
2021,D Public order and security offences,3,Bass Coast
2021,D Public order and security offences,1,Bass Coast
2021,D Public order and security offences,27,Bass Coast
2021,D Public order and security offences,7,Bass Coast
2021,D Public order and security offences,4,Bass Coast
2021,D Public order and security offences,1,Bass Coast
2021,D Public order and security offences,2,Bass Coast
2021,D Public order and security offences,12,Bass Coast
2021,E Justice procedures offences,33,Bass Coast
2021,E Justice procedures offences,3,Bass Coast
2021,E Justice procedures offences,1,Bass Coast
2021,E Justice procedures offences,5,Bass Coast
2021,E Justice procedures offences,295,Bass Coast
2021,E Justice procedures offences,29,Bass Coast
2021,E Justice procedures offences,40,Bass Coast
2021,F Other offences,1,Bass Coast
2021,F Other offences,1,Bass Coast
2021,F Other offences,71,Bass Coast
2021,F Other offences,1,Bass Coast
2020,A Crimes against the person,2,Bass Coast
2020,A Crimes against the person,80,Bass Coast
2020,A Crimes against the person,36,Bass Coast
2020,A Crimes against the person,8,Bass Coast
2020,A Crimes against the person,80,Bass Coast
2020,A Crimes against the person,34,Bass Coast
2020,A Crimes against the person,61,Bass Coast
2020,A Crimes against the person,1,Bass Coast
2020,A Crimes against the person,1,Bass Coast
2020,A Crimes against the person,16,Bass Coast
2020,A Crimes against the person,9,Bass Coast
2020,A Crimes against the person,7,Bass Coast
2020,A Crimes against the person,5,Bass Coast
2020,A Crimes against the person,20,Bass Coast
2020,A Crimes against the person,11,Bass Coast
2020,A Crimes against the person,2,Bass Coast
2020,A Crimes against the person,10,Bass Coast
2020,B Property and deception offences,12,Bass Coast
2020,B Property and deception offences,5,Bass Coast
2020,B Property and deception offences,201,Bass Coast
2020,B Property and deception offences,14,Bass Coast
2020,B Property and deception offences,2,Bass Coast
2020,B Property and deception offences,4,Bass Coast
2020,B Property and deception offences,144,Bass Coast
2020,B Property and deception offences,41,Bass Coast
2020,B Property and deception offences,32,Bass Coast
2020,B Property and deception offences,110,Bass Coast
2020,B Property and deception offences,72,Bass Coast
2020,B Property and deception offences,28,Bass Coast
2020,B Property and deception offences,23,Bass Coast
2020,B Property and deception offences,201,Bass Coast
2020,B Property and deception offences,5,Bass Coast
2020,B Property and deception offences,48,Bass Coast
2020,B Property and deception offences,1,Bass Coast
2020,B Property and deception offences,1,Bass Coast
2020,C Drug offences,1,Bass Coast
2020,C Drug offences,26,Bass Coast
2020,C Drug offences,10,Bass Coast
2020,C Drug offences,1,Bass Coast
2020,C Drug offences,3,Bass Coast
2020,C Drug offences,42,Bass Coast
2020,D Public order and security offences,10,Bass Coast
2020,D Public order and security offences,20,Bass Coast
2020,D Public order and security offences,1,Bass Coast
2020,D Public order and security offences,25,Bass Coast
2020,D Public order and security offences,10,Bass Coast
2020,D Public order and security offences,1,Bass Coast
2020,D Public order and security offences,3,Bass Coast
2020,D Public order and security offences,1,Bass Coast
2020,D Public order and security offences,1,Bass Coast
2020,D Public order and security offences,3,Bass Coast
2020,D Public order and security offences,1,Bass Coast
2020,E Justice procedures offences,15,Bass Coast
2020,E Justice procedures offences,2,Bass Coast
2020,E Justice procedures offences,201,Bass Coast
2020,E Justice procedures offences,26,Bass Coast
2020,E Justice procedures offences,42,Bass Coast
2020,E Justice procedures offences,2,Bass Coast
2020,F Other offences,6,Bass Coast
